codigo,descricao,unidade_medida,grupo,data_venda,valor_declarado,valor_venda
01898,TINTA ACR ECONOMICA CORALAR + DESEMP GELO FOSCO 18L CORAL,LA,tinta_acrilica,2026-09-11T15:33:42Z,179.001,179.0
013501,TINTA ACR ECONOMICA CORALAR + DESEMP GELO FOSCO 18L CORAL,L,tinta_acrilica,2026-09-14T20:10:20Z,180.0,179.4
8138,TINTA ACR ECONOMICA CORALAR + DESEMP GELO FOSCO 18L CORAL,UN,tinta_acrilica,2026-09-10T19:30:01Z,200.0,200.0
01886,"TINTA ACR ECONOMICA CORALAR + DESEMP GELO FOSCO 3,6L CORAL",GL,tinta_acrilica,2026-09-14T13:12:58Z,59.0,53.0
01886,"TINTA ACR ECONOMICA CORALAR + DESEMP GELO FOSCO 3,6L CORAL",GL,tinta_acrilica,2026-09-10T12:40:36Z,59.0,53.0
01886,"TINTA ACR ECONOMICA CORALAR + DESEMP GELO FOSCO 3,6L CORAL",GL,tinta_acrilica,2026-09-15T17:03:21Z,59.0,53.0
06028,"TINTA ACR ECONOMICA CORALAR + DESEMP GELO FOSCO 3,6L CORAL",GL,tinta_acrilica,2026-09-09T19:19:19Z,59.68,59.68
08866,TINTA ACR ECONOMICA CORALAR + DESEMP LARANJA CITRICO FOSCO 18L CORAL FL,LA,tinta_acrilica,2026-09-10T19:44:11Z,155.4,155.4
00483,"TINTA ACR ECONOMICA CORALAR + DESEMP LARANJA MARACATU FOSCO 3,6L CORAL",GL,tinta_acrilica,2026-09-12T13:24:18Z,58.5,58.5
00474,"TINTA ACR ECONOMICA CORALAR + DESEMP LUA DO SERTAO FOSCO 3,6L CORAL",GL,tinta_acrilica,2026-09-14T17:48:05Z,58.5,58.5
03695,TINTA ACR ECONOMICA CORALAR + DESEMP MARFIM FOSCO 18L CORAL,LA,tinta_acrilica,2026-09-10T19:05:01Z,222.0,199.77
01890,"TINTA ACR ECONOMICA CORALAR + DESEMP MARFIM FOSCO 3,6L CORAL",GL,tinta_acrilica,2026-09-10T18:06:16Z,65.0,55.0
61842,"TINTA ACR ECONOMICA CORALAR + DESEMP MARFIM FOSCO 3,6L CORAL",GL,tinta_acrilica,2026-09-11T12:36:55Z,69.99,69.99
04031,TINTA ACR ECONOMICA CORALAR + DESEMP PALHA FOSCO 18L CORAL,LA,tinta_acrilica,2026-09-09T12:44:28Z,222.0,198.32
04031,TINTA ACR ECONOMICA CORALAR + DESEMP PALHA FOSCO 18L CORAL,LA,tinta_acrilica,2026-09-10T18:56:35Z,199.8,199.8
04508,TINTA ACR ECONOMICA CORALAR + DESEMP PEROLA FOSCO 18L CORAL,LA,tinta_acrilica,2026-09-15T12:36:36Z,222.0,199.79
01894,"TINTA ACR ECONOMICA CORALAR + DESEMP PESSEGO FOSCO 3,6L CORAL",GL,tinta_acrilica,2026-09-12T11:56:30Z,65.0,58.5
01894,"TINTA ACR ECONOMICA CORALAR + DESEMP PESSEGO FOSCO 3,6L CORAL",GL,tinta_acrilica,2026-09-14T11:49:07Z,65.0,59.0
00480,"TINTA ACR ECONOMICA CORALAR + DESEMP VERDE KIWI FOSCO 3,6L CORAL",GL,tinta_acrilica,2026-09-11T15:58:30Z,52.0,52.0
92043,"TINTA ACR ECONOMICA CORALAR + DESEMP VERDE KIWI FOSCO 3,6L CORAL",GL,tinta_acrilica,2026-09-12T13:45:43Z,69.99,69.99
09667,"TINTA ACR ECONOMICA HIPER D+ BRANCO FOSCO 3,6L HIPERCOR",GL,tinta_acrilica,2026-09-10T12:08:13Z,48.0,43.0
09667,"TINTA ACR ECONOMICA HIPER D+ BRANCO FOSCO 3,6L HIPERCOR",GL,tinta_acrilica,2026-09-15T16:09:53Z,43.0,43.0
09667,"TINTA ACR ECONOMICA HIPER D+ BRANCO FOSCO 3,6L HIPERCOR",GL,tinta_acrilica,2026-09-09T15:34:33Z,43.2,43.2
09667,"TINTA ACR ECONOMICA HIPER D+ BRANCO FOSCO 3,6L HIPERCOR",GL,tinta_acrilica_branca,2026-09-10T12:08:13Z,48.0,43.0
09667,"TINTA ACR ECONOMICA HIPER D+ BRANCO FOSCO 3,6L HIPERCOR",GL,tinta_acrilica_branca,2026-09-15T16:09:53Z,43.0,43.0
09667,"TINTA ACR ECONOMICA HIPER D+ BRANCO FOSCO 3,6L HIPERCOR",GL,tinta_acrilica_branca,2026-09-09T15:34:33Z,43.2,43.2
09667,"TINTA ACR ECONOMICA HIPER D+ BRANCO FOSCO 3,6L HIPERCOR",GL,tinta_branca,2026-09-10T12:08:13Z,48.0,43.0
09667,"TINTA ACR ECONOMICA HIPER D+ BRANCO FOSCO 3,6L HIPERCOR",GL,tinta_branca,2026-09-15T16:09:53Z,43.0,43.0
09667,"TINTA ACR ECONOMICA HIPER D+ BRANCO FOSCO 3,6L HIPERCOR",GL,tinta_branca,2026-09-09T15:34:33Z,43.2,43.2
09666,TINTA ACR ECONOMICA HIPER D+ GELO FOSCO 15L HIPERCOR,LA,tinta_acrilica,2026-09-12T15:20:03Z,110.89,99.71
09846,"TINTA ACR ECONOMICA MUDA FACIL ALGODAO EGIPICIO FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-14T11:27:21Z,69.0,55.2
09846,"TINTA ACR ECONOMICA MUDA FACIL ALGODAO EGIPICIO FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-14T14:00:05Z,62.0,62.0
00433,TINTA ACR ECONOMICA MUDA FACIL AREIA FOSCO 18L GLASU,LA,tinta_acrilica,2026-09-11T18:56:51Z,254.0,228.6
03939,TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 18L GLASU,LA,tinta_acrilica,2026-09-15T20:28:09Z,232.0,208.8
03939,TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 18L GLASU,LA,tinta_acrilica,2026-09-14T17:38:59Z,208.8,208.8
03939,TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 18L GLASU,LA,tinta_acrilica,2026-09-15T11:51:01Z,232.0,208.8
03939,TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 18L GLASU,LA,tinta_acrilica_branca,2026-09-15T20:28:09Z,232.0,208.8
03939,TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 18L GLASU,LA,tinta_acrilica_branca,2026-09-14T17:38:59Z,208.8,208.8
03939,TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 18L GLASU,LA,tinta_acrilica_branca,2026-09-15T11:51:01Z,232.0,208.8
03939,TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 18L GLASU,LA,tinta_branca,2026-09-15T20:28:09Z,232.0,208.8
03939,TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 18L GLASU,LA,tinta_branca,2026-09-14T17:38:59Z,208.8,208.8
03939,TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 18L GLASU,LA,tinta_branca,2026-09-15T11:51:01Z,232.0,208.8
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-15T11:20:57Z,69.0,62.0
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-09T14:31:40Z,62.1,62.02
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-15T20:55:14Z,69.0,62.03666666666667
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-11T12:54:11Z,62.1,62.04
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-15T19:25:25Z,69.0,62.07
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-15T18:21:18Z,62.1,62.1
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_acrilica_branca,2026-09-15T11:20:57Z,69.0,62.0
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_acrilica_branca,2026-09-09T14:31:40Z,62.1,62.02
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_acrilica_branca,2026-09-15T20:55:14Z,69.0,62.03666666666667
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_acrilica_branca,2026-09-11T12:54:11Z,62.1,62.04
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_acrilica_branca,2026-09-15T19:25:25Z,69.0,62.07
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_acrilica_branca,2026-09-15T18:21:18Z,62.1,62.1
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_branca,2026-09-15T11:20:57Z,69.0,62.0
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_branca,2026-09-09T14:31:40Z,62.1,62.02
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_branca,2026-09-15T20:55:14Z,69.0,62.03666666666667
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_branca,2026-09-11T12:54:11Z,62.1,62.04
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_branca,2026-09-15T19:25:25Z,69.0,62.07
10410,"TINTA ACR ECONOMICA MUDA FACIL BRANCO FOSCO 3,6L GLASU",GL,tinta_branca,2026-09-15T18:21:18Z,62.1,62.1
10922,"TINTA ACR ECONOMICA MUDA FACIL CEU CLARO FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-09T19:42:33Z,69.0,62.0
10411,"TINTA ACR ECONOMICA MUDA FACIL FOTO ANTIGA FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-14T17:42:48Z,69.0,61.57
03941,TINTA ACR ECONOMICA MUDA FACIL GELO FOSCO 18L GLASU,LA,tinta_acrilica,2026-09-12T14:48:02Z,208.8,208.69
03941,TINTA ACR ECONOMICA MUDA FACIL GELO FOSCO 18L GLASU,LA,tinta_acrilica,2026-09-09T13:26:39Z,232.0,208.78
03941,TINTA ACR ECONOMICA MUDA FACIL GELO FOSCO 18L GLASU,LA,tinta_acrilica,2026-09-12T13:28:22Z,208.8,208.8
10412,"TINTA ACR ECONOMICA MUDA FACIL GELO FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-12T11:34:53Z,69.0,62.0
10412,"TINTA ACR ECONOMICA MUDA FACIL GELO FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-10T20:11:23Z,69.0,62.09
09853,TINTA ACR ECONOMICA MUDA FACIL LAMINA AFIADA FOSCO 18L GLASU,LA,tinta_acrilica,2026-09-11T11:30:02Z,228.6,228.6
11181,"TINTA ACR ECONOMICA MUDA FACIL LAMINA AFIADA FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-09T17:13:09Z,69.0,61.71
11181,"TINTA ACR ECONOMICA MUDA FACIL LAMINA AFIADA FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-14T17:56:39Z,62.1,62.1
09852,"TINTA ACR ECONOMICA MUDA FACIL LAMINA AFIADA FOSCO 3,6L GLASU FL",GL,tinta_acrilica,2026-09-10T16:34:18Z,69.0,62.0
03943,TINTA ACR ECONOMICA MUDA FACIL MARFIM FOSCO 18L GLASU,LA,tinta_acrilica,2026-09-10T17:50:14Z,254.0,254.0
10491,"TINTA ACR ECONOMICA MUDA FACIL MARFIM FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-15T16:28:36Z,69.0,55.2
10491,"TINTA ACR ECONOMICA MUDA FACIL MARFIM FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-15T20:55:14Z,69.0,62.03666666666667
10515,"TINTA ACR ECONOMICA MUDA FACIL PALHA FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-09T13:27:54Z,69.0,61.5
10515,"TINTA ACR ECONOMICA MUDA FACIL PALHA FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-14T18:31:13Z,62.0,62.0
10515,"TINTA ACR ECONOMICA MUDA FACIL PALHA FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-14T15:00:44Z,62.1,62.0
10515,"TINTA ACR ECONOMICA MUDA FACIL PALHA FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-15T20:07:19Z,69.0,62.1
10519,"TINTA ACR ECONOMICA MUDA FACIL VERDE PISCINA FOSCO 3,6L GLASU",GL,tinta_acrilica,2026-09-15T20:32:00Z,62.1,62.1
10897,TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 15L IBRATIN,LA,tinta_acrilica,2026-09-15T20:37:28Z,119.0,103.66
10897,TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 15L IBRATIN,LA,tinta_acrilica,2026-09-15T14:04:21Z,119.0,107.0
10897,TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 15L IBRATIN,LA,tinta_acrilica,2026-09-15T18:50:48Z,107.1,107.1
10897,TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 15L IBRATIN,LA,tinta_acrilica,2026-09-11T13:15:53Z,107.1,107.1
10897,TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 15L IBRATIN,LA,tinta_acrilica,2026-09-14T11:57:05Z,119.0,107.21
10897,TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 15L IBRATIN,LA,tinta_acrilica_branca,2026-09-15T20:37:28Z,119.0,103.66
10897,TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 15L IBRATIN,LA,tinta_acrilica_branca,2026-09-15T14:04:21Z,119.0,107.0
10897,TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 15L IBRATIN,LA,tinta_acrilica_branca,2026-09-15T18:50:48Z,107.1,107.1
10897,TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 15L IBRATIN,LA,tinta_acrilica_branca,2026-09-11T13:15:53Z,107.1,107.1
10897,TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 15L IBRATIN,LA,tinta_acrilica_branca,2026-09-14T11:57:05Z,119.0,107.21
10897,TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 15L IBRATIN,LA,tinta_branca,2026-09-15T20:37:28Z,119.0,103.66
10897,TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 15L IBRATIN,LA,tinta_branca,2026-09-15T14:04:21Z,119.0,107.0
10897,TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 15L IBRATIN,LA,tinta_branca,2026-09-15T18:50:48Z,107.1,107.1
10897,TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 15L IBRATIN,LA,tinta_branca,2026-09-11T13:15:53Z,107.1,107.1
10897,TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 15L IBRATIN,LA,tinta_branca,2026-09-14T11:57:05Z,119.0,107.21
09029,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",GL,tinta_acrilica,2026-09-10T19:45:01Z,43.9,35.5
8301.000010.0,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",Peca,tinta_acrilica,2026-09-15T16:58:03Z,38.0,38.0
09029,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",GL,tinta_acrilica,2026-09-09T11:55:34Z,43.9,39.42
09029,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",GL,tinta_acrilica,2026-09-09T14:19:27Z,39.51,39.51
09029,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",GL,tinta_acrilica,2026-09-11T20:25:11Z,39.51,39.51
7899173400341,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",UN,tinta_acrilica,2026-09-09T19:11:45Z,42.0,42.0
1304,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",UN,tinta_acrilica,2026-09-11T19:01:58Z,44.98,42.73
4014,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",UN,tinta_acrilica,2026-09-14T20:03:50Z,44.99,44.99
09029,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",GL,tinta_acrilica_branca,2026-09-10T19:45:01Z,43.9,35.5
8301.000010.0,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",Peca,tinta_acrilica_branca,2026-09-15T16:58:03Z,38.0,38.0
09029,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",GL,tinta_acrilica_branca,2026-09-09T11:55:34Z,43.9,39.42
09029,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",GL,tinta_acrilica_branca,2026-09-09T14:19:27Z,39.51,39.51
09029,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",GL,tinta_acrilica_branca,2026-09-11T20:25:11Z,39.51,39.51
7899173400341,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",UN,tinta_acrilica_branca,2026-09-09T19:11:45Z,42.0,42.0
1304,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",UN,tinta_acrilica_branca,2026-09-11T19:01:58Z,44.98,42.73
4014,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",UN,tinta_acrilica_branca,2026-09-14T20:03:50Z,44.99,44.99
09029,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",GL,tinta_branca,2026-09-10T19:45:01Z,43.9,35.5
8301.000010.0,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",Peca,tinta_branca,2026-09-15T16:58:03Z,38.0,38.0
09029,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",GL,tinta_branca,2026-09-09T11:55:34Z,43.9,39.42
09029,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",GL,tinta_branca,2026-09-09T14:19:27Z,39.51,39.51
09029,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",GL,tinta_branca,2026-09-11T20:25:11Z,39.51,39.51
7899173400341,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",UN,tinta_branca,2026-09-09T19:11:45Z,42.0,42.0
1304,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",UN,tinta_branca,2026-09-11T19:01:58Z,44.98,42.73
4014,"TINTA ACR ECONOMICA NACOR+ BRANCO FOSCO 3,6L IBRATIN",UN,tinta_branca,2026-09-14T20:03:50Z,44.99,44.99
10898,TINTA ACR ECONOMICA NACOR+ GELO FOSCO 15L IBRATIN,LA,tinta_acrilica,2026-09-09T17:15:12Z,107.1,107.1
10898,TINTA ACR ECONOMICA NACOR+ GELO FOSCO 15L IBRATIN,LA,tinta_acrilica,2026-09-14T19:36:39Z,119.0,107.1
7891260561362,"TINTA ACR EMB FOS BR 3,6L FACH PROT SUVINIL",UN,tinta_acrilica,2026-09-14T16:29:39Z,259.9,259.9
7891260561362,"TINTA ACR EMB FOS BR 3,6L FACH PROT SUVINIL",UN,tinta_acrilica_branca,2026-09-14T16:29:39Z,259.9,259.9
7891260561362,"TINTA ACR EMB FOS BR 3,6L FACH PROT SUVINIL",UN,tinta_branca,2026-09-14T16:29:39Z,259.9,259.9
7892948051786,TINTA ACR EMBORRACHADA BASE P 16L FACHADA IQUINE,UN,tinta_acrilica,2026-09-15T21:39:47Z,596.4,596.4
7892948051786,TINTA ACR EMBORRACHADA BASE P 16L FACHADA IQUINE,UN,tinta_acrilica,2026-09-13T20:34:03Z,665.57,665.57
7892948051779,"TINTA ACR EMBORRACHADA BASE P 3,2L FACHADA IQUINE",UN,tinta_acrilica,2026-09-12T13:51:23Z,159.9,159.9
75767,"TINTA ACR FC 0,9L DIAPISO VDFOLH IQUINE",L,tinta_acrilica,2026-09-15T18:14:17Z,35.99,35.99
2815,"TINTA ACR FC 0,9L RED MUIT BR CORAL",L,tinta_acrilica,2026-09-09T17:19:41Z,40.0,38.38
2815,"TINTA ACR FC 0,9L RED MUIT BR CORAL",L,tinta_acrilica_branca,2026-09-09T17:19:41Z,40.0,38.38
2815,"TINTA ACR FC 0,9L RED MUIT BR CORAL",L,tinta_branca,2026-09-09T17:19:41Z,40.0,38.38
984934,TINTA ACR FC 15 HIPER D+ MF HIPERCOR BD0001BD,BD,tinta_acrilica,2026-09-09T20:45:02Z,79.99,79.99
295739,TINTA ACR FC 15L HIPER D+ AREIA HIPERCOR BD0001BD,BD,tinta_acrilica,2026-09-12T16:16:39Z,79.99,79.99
373781,TINTA ACR FC 15L HIPER D+ AREIA HIPERCOR BD0001BD,UN,tinta_acrilica,2026-09-12T14:54:01Z,109.9,109.9
984930,TINTA ACR FC 15L HIPER D+ BR/GL HIPERCOR BD0001BD,BD,tinta_acrilica,2026-09-14T21:42:09Z,79.99,79.99
984930,TINTA ACR FC 15L HIPER D+ BR/GL HIPERCOR BD0001BD,BD,tinta_acrilica_branca,2026-09-14T21:42:09Z,79.99,79.99
984930,TINTA ACR FC 15L HIPER D+ BR/GL HIPERCOR BD0001BD,BD,tinta_branca,2026-09-14T21:42:09Z,79.99,79.99
984929,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,BD,tinta_acrilica,2026-09-15T21:43:23Z,79.99,79.99
09591,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,LA,tinta_acrilica,2026-09-14T17:04:44Z,110.89,98.57
09591,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,LA,tinta_acrilica,2026-09-12T12:25:20Z,110.89,99.79
09591,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,LA,tinta_acrilica,2026-09-14T17:52:00Z,99.801,99.8
09591,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,LA,tinta_acrilica,2026-09-12T12:42:56Z,99.801,99.8
09591,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,LA,tinta_acrilica,2026-09-11T11:12:56Z,110.89,99.8
984929,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,BD,tinta_acrilica_branca,2026-09-15T21:43:23Z,79.99,79.99
09591,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,LA,tinta_acrilica_branca,2026-09-14T17:04:44Z,110.89,98.57
09591,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,LA,tinta_acrilica_branca,2026-09-12T12:25:20Z,110.89,99.79
09591,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,LA,tinta_acrilica_branca,2026-09-14T17:52:00Z,99.801,99.8
09591,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,LA,tinta_acrilica_branca,2026-09-12T12:42:56Z,99.801,99.8
09591,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,LA,tinta_acrilica_branca,2026-09-11T11:12:56Z,110.89,99.8
984929,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,BD,tinta_branca,2026-09-15T21:43:23Z,79.99,79.99
09591,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,LA,tinta_branca,2026-09-14T17:04:44Z,110.89,98.57
09591,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,LA,tinta_branca,2026-09-12T12:25:20Z,110.89,99.79
09591,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,LA,tinta_branca,2026-09-14T17:52:00Z,99.801,99.8
09591,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,LA,tinta_branca,2026-09-12T12:42:56Z,99.801,99.8
09591,TINTA ACR FC 15L HIPER D+ BR/NV HIPERCOR BD0001BD,LA,tinta_branca,2026-09-11T11:12:56Z,110.89,99.8
295738,TINTA ACR FC 15L HIPER D+ PALH HIPERCOR BD0001BD,BD,tinta_acrilica,2026-09-15T21:04:15Z,79.99,79.99
295743,TINTA ACR FC 15L HIPER D+ VD/PM HIPERCOR BD0001BD,BD,tinta_acrilica,2026-09-13T12:31:04Z,79.99,79.99
295949,TINTA ACR FC 15L RT ACABA MOFO BR/NV IQU BD0001BD,BD,tinta_acrilica,2026-09-09T13:01:33Z,259.99,259.99
295949,TINTA ACR FC 15L RT ACABA MOFO BR/NV IQU BD0001BD,BD,tinta_acrilica_branca,2026-09-09T13:01:33Z,259.99,259.99
295949,TINTA ACR FC 15L RT ACABA MOFO BR/NV IQU BD0001BD,BD,tinta_branca,2026-09-09T13:01:33Z,259.99,259.99
295954,TINTA ACR FC 15L RT SEL PINT AREIA IQUIN BD0001BD,BD,tinta_acrilica,2026-09-14T15:00:48Z,289.99,289.99
0001133,TINTA ACR FC 15L RT SEL PINT BR/NV IQUIN,BD,tinta_acrilica,2026-09-11T20:22:05Z,295.0,295.0
0001133,TINTA ACR FC 15L RT SEL PINT BR/NV IQUIN,BD,tinta_acrilica_branca,2026-09-11T20:22:05Z,295.0,295.0
0001133,TINTA ACR FC 15L RT SEL PINT BR/NV IQUIN,BD,tinta_branca,2026-09-11T20:22:05Z,295.0,295.0
295950,TINTA ACR FC 15L RT SEL PINT BR/NV IQUIN BD0001BD,BD,tinta_acrilica,2026-09-15T21:50:05Z,199.99,199.98
295950,TINTA ACR FC 15L RT SEL PINT BR/NV IQUIN BD0001BD,BD,tinta_acrilica_branca,2026-09-15T21:50:05Z,199.99,199.98
295950,TINTA ACR FC 15L RT SEL PINT BR/NV IQUIN BD0001BD,BD,tinta_branca,2026-09-15T21:50:05Z,199.99,199.98
295955,TINTA ACR FC 15L RT SEL PINT CAMUR IQUIN,BD,tinta_acrilica,2026-09-14T20:34:59Z,289.99,289.99
295957,TINTA ACR FC 15L RT SEL PINT MF IQUINE BD0001BD,BD,tinta_acrilica,2026-09-10T20:07:44Z,289.99,258.09
295953,TINTA ACR FC 15L RT SEL PINT PALH IQUINE BD0001BD,BD,tinta_acrilica,2026-09-14T15:00:48Z,289.99,289.99
982802,TINTA ACR FC 16L REND MUIT AM/FV CORAL LT0001LT,L,tinta_acrilica,2026-09-12T15:47:04Z,435.99,392.39
015447,TINTA ACR FC 16L REND MUIT BR/GL CORAL,L,tinta_acrilica,2026-09-12T16:47:18Z,91.5,91.5
10125,TINTA ACR FC 16L REND MUIT BR/GL CORAL,LA,tinta_acrilica,2026-09-15T20:31:40Z,358.2,358.14
02393,TINTA ACR FC 16L REND MUIT BR/GL CORAL,L,tinta_acrilica,2026-09-10T20:23:09Z,426.36,378.4
015447,TINTA ACR FC 16L REND MUIT BR/GL CORAL,L,tinta_acrilica_branca,2026-09-12T16:47:18Z,91.5,91.5
10125,TINTA ACR FC 16L REND MUIT BR/GL CORAL,LA,tinta_acrilica_branca,2026-09-15T20:31:40Z,358.2,358.14
02393,TINTA ACR FC 16L REND MUIT BR/GL CORAL,L,tinta_acrilica_branca,2026-09-10T20:23:09Z,426.36,378.4
015447,TINTA ACR FC 16L REND MUIT BR/GL CORAL,L,tinta_branca,2026-09-12T16:47:18Z,91.5,91.5
