codigo,descricao,descricao_sefaz,gtin,ncm,gpc,unidade_medida,data_venda,valor_declarado,valor_venda
01382,ESMALTE PREMIUM CORALIT ULTRA RESISTENCIA PRETO BRILHANTE 225ML CORAL,"TINTA ESM BR 0,225L CORALIT PT CORAL LT0001LT",7891019201877,32089010,83000000,UND,2026-09-11T13:08:59Z,24.0,21.6
01401,ESMALTE PREMIUM CORALIT ULTRA RESISTENCIA VERDE FOLHA BRILHANTE 225ML CORAL,"TINTA ESM BR 0,225L CORALIT VD/FL CORAL LT0001LT",7891019202652,32089010,83000000,UND,2026-09-14T11:29:05Z,24.0,21.62
09202,CAL HIDRATADO 10KG SUPER CAL HIDROTINTAS,CAL SUPERCAL 10KG HIDROTINTAS C5 PC C/10KG,7899010479806,25223000,83000000,SC,2026-09-09T13:43:42Z,21.68,21.68
7898915993448,TINTA SPRAY COLORE 400ML,,0,32082019,83000000,UN,2026-09-09T15:37:49Z,21.69,21.69
4114,TINTA NORDESTIN 350ML/250G U.G.BRANCO BRILHANTE,,0,32082019,83000000,UN,2026-09-11T19:04:31Z,21.7,21.7
01380,ESMALTE PREMIUM CORALIT ULTRA RESISTENCIA BRANCO BRILHANTE 225ML CORAL,"TINTA ESM BR 0,225L CORALIT BR CORAL LT0001LT",7891019201754,32089010,83000000,UND,2026-09-15T13:39:24Z,24.0,21.74
01384,ESMALTE PREMIUM CORALIT ULTRA RESISTENCIA TABACO BRILHANTE 225ML CORAL,"TINTA ESM BR 0,225L CORALIT TB CORAL LT0001LT",7891019203154,32089010,83000000,UND,2026-09-15T13:39:24Z,24.0,21.74
01389,ESMALTE PREMIUM CORALIT ULTRA RESISTENCIA VERMELHO BRILHANTE 225ML CORAL,"TINTA ESM BR 0,225L CORALIT VM CORAL LT0001LT",7891019202393,32089010,83000000,UND,2026-09-15T13:39:24Z,24.0,21.74
01398,ESMALTE PREMIUM CORALIT ULTRA RESISTENCIA PRETO FOSCO 225ML CORAL,TINTA CORALIT ULTRA RESIST FO PRETO 225M 1X225ML CORAL,7891019203543,32089010,83000000,UND,2026-09-12T12:42:51Z,24.0,21.76
07898543380924,TINTA SPRAY PTO BRILHO TEKBOND,"TINTA SPRAY USOGERAL PR BRILHO 350ML - TEKBOND,ONU 1950,AEROSOIS - PIRETROIDES,SUBCLASSE 2.1,(CLASSE",7898543380924,32082019,83000000,UN,2026-09-15T17:25:50Z,23.0,21.85
5312,TINTA SPRAY 400ML METALICA COBRE - CHEMICOLOR,,0,32082011,83000000,UN,2026-09-15T11:58:40Z,21.9,21.9
1354,TINTA SPRAY 350ML (PRETO SEMI BRILHO) - N,,0,32082019,83000000,UN,2026-09-09T18:06:36Z,21.9,21.9
01384,ESMALTE PREMIUM CORALIT ULTRA RESISTENCIA TABACO BRILHANTE 225ML CORAL,"TINTA ESM BR 0,225L CORALIT TB CORAL LT0001LT",7891019203154,32089010,83000000,UND,2026-09-11T16:26:15Z,24.0,21.96
61386,"TINTA ESM BR 0,225L CORALIT ULT BR CORAL LT0001LT","TINTA ESM BR 0,225L CORALIT BR CORAL LT0001LT",7891019201754,32089010,83000000,LT,2026-09-14T19:10:20Z,21.99,21.99
53261,TINTA SPRAY ALTA TEMP. ALUM 340ML ORBI Q,TINTA SPRAY WHITE COLOR ALTA TEMPERATURA 340ML ALUMINIO+,7898314113317,32082019,83000000,UN,2026-09-12T19:10:12Z,21.99,21.99
258,TINTA SPRAY USO GERAL BRANCO BRILHANTE 400ml CHEMICOLOR,T SPRAY USO G BR BRILHANTE 400ML CHEMIC 1X400ML CHEMICOLOR,7898436140581,32082011,83000000,UN,2026-09-12T13:53:40Z,21.99,21.99
289,TINTA SPRAY USO GERAL PRETO FOSCO 400ml CHEMICOLOR,T SPRAY USO G PT FOSCO 400ML CHEMICOLO 1X400ML CHEMICOLOR,7898436140628,32082011,83000000,UN,2026-09-15T11:57:47Z,21.99,21.99
134392,TINTA SPRAY VONDER PTO BRILH 350ML,,7893946850265,32082019,83000000,UN0001,2026-09-09T13:20:00Z,21.99,21.99
30633,TINTA SPRAY PLATINA U. G. 350ML TEKBOND,TINTA AEROSOL DOURADO/PLATINA METALICO 250G TEKB,7898543382324,32082019,83000000,UN,2026-09-14T14:14:57Z,21.99,21.99
28205,TINTA SPRAY U. G. AZUL BRILHANTE 350ML T,TINTA AEROSSOL AZUL BRIL USO GERAL 350ML/250G COD 23081006900,7898543380993,32082019,83000000,UN,2026-09-15T12:52:37Z,21.99,21.99
285,TINTA SPRAY USO G PT 350ML TEK BOND,,0,32082019,83000000,UN,2026-09-15T12:46:03Z,22.0,22.0
1096,TINTA SPRAY 400ML AZ ESCURO U. - CHEMICOLOR,,0,32082011,83000000,UN,2026-09-14T16:46:36Z,22.0,22.0
933,SPRAY ALT TEMP 350ML CHEMICOLOR ALUMINIO,TINTA SPRAY U. GERAL ALTA TEMPERATURA 350ML ALUMINIO CHEMICOLOR,7898436140826,32082011,83000000,UN,2026-09-11T13:06:33Z,22.0,22.0
4238,SPRAY ALT TEMP 350ML CHEMICOLOR BRANCO FSC,TINTA SPRAY CHEMICOLOR ALTA TEMP.BRANCO FOSCO 350ML - BASTON,7898436146149,32082011,83000000,UN,2026-09-10T20:04:14Z,22.0,22.0
01382,ESMALTE PREMIUM CORALIT ULTRA RESISTENCIA PRETO BRILHANTE 225ML CORAL,"TINTA ESM BR 0,225L CORALIT PT CORAL LT0001LT",7891019201877,32089010,83000000,UND,2026-09-15T20:05:01Z,24.0,22.0
2397,TINTA SPRAY U GER 400ML PT/BRI MUNDIAL,TINTA SPRAY 400ML MUNDIAL PRIME UG PRETO BRILHANTE,7898907527538,32082019,83000000,SP,2026-09-15T19:24:54Z,22.0,22.0
11572,TINTA SPRAY MET 400ML PR - CHEMICOLOR,,0,32082011,83000000,UN,2026-09-14T13:42:09Z,33.5,22.0
1636,Tinta spray chemicolor Branco brilhante,,17898436140588,32082011,83000000,UN,2026-09-10T15:25:18Z,22.0,22.0
727,TINTA SPRAY TEKBOND BCO BRILH USO GERAL 350ML,TINTA AEROSSOL BRANCO BRILHANTE USO GERAL 350 ML/250G REF 23021006900,7898543380931,32082019,83000000,UN,2026-09-09T21:48:17Z,22.0,22.0
728,TINTA SPRAY TEKBOND PTO BRILH USO GERAL 350ML,"TINTA SPRAY USOGERAL PR BRILHO 350ML - TEKBOND,ONU 1950,AEROSOIS - PIRETROIDES,SUBCLASSE 2.1,(CLASSE",7898543380924,32082019,83000000,UN,2026-09-13T15:50:26Z,22.0,22.0
1246,TINTA SPRAY USO G 350ML BR TEK BOND,TINTA AEROSSOL BRANCO BRILHANTE USO GERAL 350 ML/250G REF 23021006900,7898543380931,32082019,83000000,UN,2026-09-12T20:44:49Z,22.0,22.0
3099,SPRAY TEKBOND U.GERAL PLATINA 350ML,TINTA AEROSOL DOURADO/PLATINA METALICO 250G TEKB,7898543382324,32082019,83000000,UN,2026-09-15T20:21:25Z,22.0,22.0
221,TINTA SPRAY USO GERAL  400ML CHEMICOLOR,,0,32082011,83000000,UN,2026-09-11T19:52:34Z,22.0,22.0
221,TINTA SPRAY USO GERAL  400ML CHEMICOLOR,T SPRAY USO G PT BRILHANTE 400ML CHEMICO 1X400ML CHEMICOLOR,7898436140611,32082011,83000000,UN,2026-09-12T11:24:39Z,22.0,22.0
3658,TINTA SPRAY USO G 400ML PT FOSCO CHEMICO,T SPRAY USO G PT FOSCO 400ML CHEMICOLO 1X400ML CHEMICOLOR,7898436140628,32082011,83000000,UN,2026-09-14T21:01:13Z,22.0,22.0
3659,TINTA SPRAY USO G 350ML PT FOSCO TEK BON,TINTA AEROSSOL PRETO FOSCO USO GERAL 350 ML/250G REF 23001006900,7898543380917,32082019,83000000,UN,2026-09-15T20:28:36Z,22.0,22.0
233,TINTA SPRAY ALTA TEMP. 350ML P. FOSCO - CHEMICOLOR,,0,32082011,83000000,UN,2026-09-14T19:40:52Z,23.9,22.0
0000000003044,TINTA SPRAY 350ML VERMELHO TEKBOND,,7898543380955,32082019,83000000,UN,2026-09-14T20:23:44Z,25.3,22.0
5220,TINTA SPRAY PRATA METALICO 350 - TEKBOND,,7890000052207,32082019,83000000,UN,2026-09-15T21:18:54Z,22.0,22.0
1051,TEKBOND TINTA SPRAY USO G 350ML AZ TEK BOND,TINTA AEROSSOL AZUL BRIL USO GERAL 350ML/250G COD 23081006900,7898543380993,32082019,83000000,UN,2026-09-10T19:56:57Z,24.35,22.0
1348,TINTA SPRAY ALTA TEMP 350ML PT FOSC TEK,,0,32082019,83000000,UN,2026-09-12T19:58:10Z,22.0,22.0
11956,TINTA SPRAY MET 400ML OU CHEMICOLOR,,0,32082011,83000000,SP,2026-09-12T20:03:40Z,22.0,22.0
011789,TINTA SPRAY A TEMP 350ML BR/FC CHEMICOLO,TINTA SPRAY CHEMICOLOR ALTA TEMP.BRANCO FOSCO 350ML - BASTON,7898436146149,32082011,83000000,UND,2026-09-11T10:06:47Z,25.0,22.0
0000965,TINTA SPRAY U GER 400ML AM CHEMICOLOR,TINTA SPRAY USO G AM 400ML CHEMICOLOR 1X400ML CHEMICOLOR,7898436140567,32082011,83000000,SP,2026-09-12T16:27:57Z,22.0,22.0
0001068,TINTA SPRAY USO G 500ML ALUM CHEMICO,,7899674044334,32082011,83000000,UN,2026-09-12T15:45:23Z,22.0,22.0
0000000003993,TINTA SPRAY 400ML LUMINOSA ROSA CHOQUE COLOR JET RENNER,,7895860065374,32082011,83000000,UN,2026-09-14T18:29:22Z,22.0,22.0
000490,TINTA SPRAY U GER 400ML PT FOSC CHEMICOLO,T SPRAY USO G PT FOSCO 400ML CHEMICOLO 1X400ML CHEMICOLOR,7898436140628,32082011,83000000,UN,2026-09-15T12:15:27Z,22.0,22.0
001442,TINTA SPRAY U GER 400ML PT/BRI CHEMICOLO,T SPRAY USO G PT BRILHANTE 400ML CHEMICO 1X400ML CHEMICOLOR,7898436140611,32082011,83000000,UN,2026-09-15T14:28:32Z,22.0,22.0
2,TINTA SPR GER PRETO BRILHANTE 400ML UN QTD. 6.00 UN,T SPRAY USO G PT BRILHANTE 400ML CHEMICO 1X400ML CHEMICOLOR,7898436140611,32082011,83000000,UN,2026-09-15T20:45:07Z,22.0,22.0
3,TINTA SPR GER PRETO FOSCO 400ML UN QTD. 6.00 UN,T SPRAY USO G PT FOSCO 400ML CHEMICOLO 1X400ML CHEMICOLOR,7898436140628,32082011,83000000,UN,2026-09-13T14:10:39Z,22.0,22.0
113,TINTA SPR GER PRETO FOSCO 350ML CX/6 QTD. 1.00 CX,,0,32082019,83000000,CX,2026-09-15T20:40:21Z,22.0,22.0
823637,TINTA SPRAY AUTOM 300ML COLORJET CROMADO,,7891310094277,32081010,83000000,SP,2026-09-09T16:26:48Z,24.0,22.09
7898543380917,TINTA SPRAY TEKBOND PRETO FOSCO,TINTA AEROSSOL PRETO FOSCO USO GERAL 350 ML/250G REF 23001006900,7898543380917,32082019,83000000,UN,2026-09-14T19:33:25Z,24.0,22.12
10373,SPRAY CHEMICOLOR METALICA PRATA 400ML,TINTA SPRAY METALICA PR 400ML CHEMICOLOR 1X400ML CHEMICOLOR,7898436142639,32082011,83000000,UN,2026-09-11T13:04:32Z,22.4,22.4
10373,SPRAY CHEMICOLOR METALICA PRATA 400ML,TINTA SPRAY METALICA PR 400ML CHEMICOLOR 1X400ML CHEMICOLOR,7898436142639,32082011,83000000,UN,2026-09-15T13:15:29Z,22.4,22.4
10382,SPRAY CHEMICOLOR METALICA BRONZE 400ML,TINTA SPRAY METALICA BRONZE 400ML 1X400ML CHEMICOLOR,7898436142615,32082011,83000000,UN,2026-09-15T13:15:29Z,22.4,22.4
898519,TINTA SPRAY CHEMICOLOR BRANCO BRILHANTE,T SPRAY USO G BR BRILHANTE 400ML CHEMIC 1X400ML CHEMICOLOR,7898436140581,32082011,83000000,UN,2026-09-15T13:58:47Z,24.0,22.44
4989,TINTA SPRAY 350ML U/G PRETO BRILH - TEKBOND,"TINTA SPRAY USOGERAL PR BRILHO 350ML - TEKBOND,ONU 1950,AEROSOIS - PIRETROIDES,SUBCLASSE 2.1,(CLASSE",7898543380924,32082019,83000000,UNID,2026-09-11T18:02:04Z,23.72,22.53
000880,CAL SUPERCAL 10KG HIDROTINTAS C5,CAL SUPERCAL 10KG HIDROTINTAS C5 PC C/10KG,7899010479806,25223000,83000000,UN,2026-09-12T13:07:38Z,29.0,22.63
2687,SPRAY PRETO FOSCO TEK BOND 350ML,TINTA AEROSSOL PRETO FOSCO USO GERAL 350 ML/250G REF 23001006900,7898543380917,32082019,83000000,UN,2026-09-09T14:38:30Z,24.0,22.78
898528,TINTA SPRAY CHEMICOLOR PRETO FOSCO,T SPRAY USO G PT FOSCO 400ML CHEMICOLO 1X400ML CHEMICOLOR,7898436140628,32082011,83000000,UN,2026-09-09T17:44:26Z,24.0,22.8
234,TINTA SPRAY ALTA TEMP. 350ML ALUMINIO - CHEMICOLOR,,0,32082011,83000000,UN,2026-09-15T13:43:41Z,23.9,22.81
3166,TINTA SPRAY PRETO SEMIBRI 400ML CHEMICOLOR,,0,32082011,83000000,UN,2026-09-14T19:51:47Z,22.9,22.9
7898436140581,TINTA SPRAY CHEMICOLOR BRANCO BRILHANTE,T SPRAY USO G BR BRILHANTE 400ML CHEMIC 1X400ML CHEMICOLOR,7898436140581,32082011,83000000,UN,2026-09-12T13:03:18Z,24.0,22.9
7898436141595,TINTA SPRAY USO GERAL VD CLARO 400ML CHEMICOLOR,TINTA SPRAY USO G VD CLARO 400ML CHAMICO 1X400ML CHEMICOLOR,7898436141595,32082011,83000000,UN,2026-09-09T23:53:45Z,22.9,22.9
CFOP5405,MAZA ESMALTE SINTETICO BRANCO 900ML,TINTA ESM SINT BR 900ML 1X900ML MAZA,7898289930612,32081010,83000000,LT,2026-09-15T19:38:13Z,34.0,22.98
313647,TINTA SPRAY ALT TEMP 400ML PT/FC IQUINE SP0001SP,,7908886505387,32082011,83000000,SP,2026-09-15T21:37:55Z,22.99,22.99
313639,TINTA SPRAY ESM 400ML MET DO IQUINE SP0001SP,,7908886505448,32082011,83000000,SP,2026-09-11T13:36:42Z,22.99,22.99
313641,TINTA SPRAY ESM 400ML MET PR IQUINE SP0001SP,,7908886505462,32082011,83000000,SP,2026-09-15T19:16:35Z,22.99,22.99
447,TINTA SPRAY BRANCO BRILHO 350ML - TEKBOND,TINTA AEROSSOL BRANCO BRILHANTE USO GERAL 350 ML/250G REF 23021006900,7898543380931,32082019,83000000,UN,2026-09-12T19:43:04Z,23.0,23.0
449,TINTA SPRAY PRETO FOSCO 350ML - TEKBOND,TINTA AEROSSOL PRETO FOSCO USO GERAL 350 ML/250G REF 23001006900,7898543380917,32082019,83000000,KIT,2026-09-14T12:09:29Z,23.0,23.0
2361,TINTA SPRAY USOGERAL PRETO BRILHO 350ML - KALA,TINTA SPRAY USOGERAL PRETO BRILHO 350ML - KALA,7899009002114,32082019,83000000,UN,2026-09-11T20:04:19Z,23.0,23.0
3065,TINTA SPRAY BRANCO FOSCO 350ML - TEKBOND,TINTA AEROSSOL BRANCO FOSCO USO GERAL 350 ML/250G REF 23101006900,7898543381013,32082019,83000000,UN,2026-09-09T18:05:23Z,23.0,23.0
7898543381082,VERNIZ SPRAY TEKBOND,"TINTA SPRAY USOGERAL VERNIZ 350ML - TEKBOND,ONU 1950,AEROSOIS - PIRETROIDES,SUBCLASSE 2.1,(CLASSE 2)",7898543381082,32081010,83000000,UN,2026-09-14T15:00:32Z,24.0,23.0
180584,TINTA AEROSOL PRETO FOSCO USO GERAL 350ML 250G,,0,32082019,83000000,UN,2026-09-11T19:39:22Z,23.9,23.0
000942,TINTA SPRAY VM 350ML U.GERAL - TEKBOND,TINTA AEROSSOL VERMELHO USO GERAL 350 ML/250G REF 23041006900,7898543380955,32082019,83000000,UN,2026-09-15T14:17:58Z,23.0,23.0
3419,TINTA COLOGIN SPRAY 350ML BRANCO,,0,32082019,83000000,UN,2026-09-15T13:40:50Z,23.0,23.0
57862,TINTA SPRAY 350ML ALTA TEMPERATURA PR BR,,0,32082019,83000000,UN,2026-09-11T17:57:38Z,23.0,23.0
823956,TINTA SPRAY ATEMP 350ML PTFC CHEMICOLOR,T SPRAY ALTA TEMP PT FOSCO 350ML CHEMIC 1X350ML CHEMICOLOR,7898436140833,32082011,83000000,SP,2026-09-09T16:26:48Z,25.0,23.01
7898543381273,TINTA SPRAY SUPERCOL,,0,32089010,83000000,UN,2026-09-12T15:48:32Z,23.2,23.2
009367,TINTA SPRAY TEK BOND- PRETO BRILHANTE 350 ML- ALTA TEMP.*,TINTA TEKBON AEROSSOL PRETO ALTA TEMPERATURA PRETO BRILHANTE 350ML,7898543381167,32091010,83000000,UND,2026-09-14T16:27:59Z,25.0,23.2
2000,TINTA SPRAY USO G PT FOSCO 350ML TEK BON,,0,32082019,83000000,UN,2026-09-10T20:54:51Z,23.3,23.3
18988,TINTA SPRAY USO GERAL BRANCO FOSCO TEKBOND,TINTA AEROSSOL BRANCO FOSCO USO GERAL 350 ML/250G REF 23101006900,7898543381013,32082019,83000000,UND,2026-09-15T18:53:36Z,24.5,23.34
18866,TINTA SPRAY USO GERAL PRETO FOSCO TEKBOND,TINTA AEROSSOL PRETO FOSCO USO GERAL 350 ML/250G REF 23001006900,7898543380917,32082019,83000000,UND,2026-09-15T18:53:36Z,24.5,23.34
5646,ORBISPRAY TINTA SPRA,,7898314112709,32082011,83000000,UN,2026-09-14T14:22:23Z,24.0,23.46
2997,TINTA SPRAY USO G 350ML BR TEK BOND,,0,32082019,83000000,UN,2026-09-11T21:23:52Z,23.6,23.6
5703,TINTA SPRAY PT FO 350ML U.GERA - TEKBOND,,0,32082019,83000000,UN,2026-09-11T21:41:37Z,23.6,23.6
0002999,ESMALTE DIALINE AZ FRANCA 225ML,"DIALINE SECA RAP AZUL FRANCA 225ML -> COD.ONU: 1263 CL.RISCO: 3,0 GR.EMB: III TINTA CONTENDO SOLVENTE ORGANICO.",7892948012831,32081010,83000000,UN,2026-09-11T20:20:37Z,23.6,23.6
17898543380921,TINTA SPRAY PT BRILH 350ML TEKBOND TEKBOND,,0,32082019,83000000,UN,2026-09-09T12:31:08Z,24.99,23.61
000249,TINTA SPRAY ALTA TEMP. ALUMINIO CHEMICOLO,TINTA SPRAY U. GERAL ALTA TEMPERATURA 350ML ALUMINIO CHEMICOLOR,7898436140826,32082011,83000000,UN,2026-09-12T13:17:37Z,26.0,23.64
4992,TINTA SPRAY 350ML U/G PRETO FOSCO - TEKBOND,TINTA AEROSSOL PRETO FOSCO USO GERAL 350 ML/250G REF 23001006900,7898543380917,32082019,83000000,UNID,2026-09-09T15:03:59Z,23.72,23.72
7048,TINTA SPRAY USO GERAL PR BRILHO - KALA,"TINTA SPRAY USOGERAL PR BRILHO 350ML - TEKBOND,ONU 1950,AEROSOIS - PIRETROIDES,SUBCLASSE 2.1,(CLASSE",7898543380924,32082011,83000000,PC,2026-09-15T19:25:26Z,25.0,23.75
10373,SPRAY CHEMICOLOR METALICA PRATA 400ML,TINTA SPRAY METALICA PR 400ML CHEMICOLOR 1X400ML CHEMICOLOR,7898436142639,32082011,83000000,UN,2026-09-14T21:06:06Z,23.8,23.8
11203,TINTA AEROSSOL BRANCO BRILHANTE 350ML,,0,32082019,83000000,UN,2026-09-10T11:06:16Z,23.9,23.9
355188,FUNDO PREPARADOR SPRAY 400ML CHEMICOLOR UND,TINTA SPRAY CHEMICOLLOR 400ML FUNDO PREPARADOR GERAL CINZA,7898436140680,32082011,83000000,LT,2026-09-15T14:31:48Z,23.9,23.9
2279,TINTA SPRAY 350ML (PRETO BRIL) - TEKBOND,,0,32082019,83000000,KG,2026-09-15T19:54:22Z,23.9,23.9
1738,TINTA SPRAY OURO METALICO 350ML/250G TEKBOND,,0,32082019,83000000,UN,2026-09-09T15:00:50Z,23.93,23.93
0074468051010,TINTA SPRAY METALICA,,0,32082019,83000000,UN,2026-09-14T15:03:59Z,23.95,23.95
0074468050853,TINTA SPRAY METALICA,,0,32082019,83000000,UN,2026-09-12T13:47:13Z,23.95,23.95
0074468050891,TINTA SPRAY METALICA,,0,32082019,83000000,UN,2026-09-11T15:49:58Z,23.95,23.95
0074468051010,TINTA NORDESTIN 350ML METAL DOURADA PETKOV REF 002.001.003.003,,0,32082019,83000000,UN,2026-09-09T17:17:46Z,23.95,23.95
00074468051010,TINTA SPRAY METALICA 350ML NORDESTN,,0,32082019,83000000,UN,2026-09-14T19:22:26Z,23.95,23.95
1784323,Tinta Vonder Spray 3,,7893946850319,32082019,83000000,UN,2026-09-15T10:14:56Z,23.99,23.99
1784285,Tinta Vonder Spray 3,,7893946850197,32082019,83000000,UN,2026-09-14T14:38:39Z,23.99,23.99
14,TINTA SPRAY ALTA TEMP 350ML ALUM CHEMICO,,0,32081010,83000000,UN,2026-09-14T14:10:44Z,24.0,24.0
898527,TINTA SPRAY CHEMICOLOR PRETO BRILHANTE,T SPRAY USO G PT BRILHANTE 400ML CHEMICO 1X400ML CHEMICOLOR,7898436140611,32082011,83000000,UN,2026-09-14T17:09:10Z,24.0,24.0
294,TINTA SPRAY PRETO FOSCO CHEMICOLOR,,0,32082011,83000000,UN,2026-09-11T13:24:43Z,24.0,24.0
1818,"TINTA INT. ECONOMICA 3,6L BRANCO NEVE ARACOR 60",,0,32091010,83000000,GL,2026-09-12T14:51:16Z,24.0,24.0
3019,"TINTA INT. ECONOMICA 3,6L BRANCO GELO ARACOR 61",,0,32091010,83000000,GL,2026-09-11T14:46:55Z,24.0,24.0
10771,TINTA SPRAY LUM 400ML VD CHEMICOLOR,,0,32082011,83000000,SP,2026-09-12T16:12:55Z,24.0,24.0
D220487,TINTA AEROSSOL PRETO ALTA TEMPERAT,TINTA TEKBON AEROSSOL PRETO ALTA TEMPERATURA PRETO BRILHANTE 350ML,7898543381167,32082019,83000000,PC,2026-09-15T12:55:50Z,24.22,24.22
D220488,TINTA AEROSSOL ALUMINIO ALTA TEMPE,TINTA AEROSSOL ALUMINIO ALTA TEMPERATURA 350ML/250G COD 23261006900,7898543381174,32082019,83000000,PC,2026-09-15T12:25:35Z,24.22,24.22
23046,TEKBOND TINTA SPRAY PRETO BRILHO 350ML U.GERAL- TEKBOND,"TINTA SPRAY USOGERAL PR BRILHO 350ML - TEKBOND,ONU 1950,AEROSOIS - PIRETROIDES,SUBCLASSE 2.1,(CLASSE",7898543380924,32082019,83000000,UN,2026-09-15T11:35:00Z,24.35,24.35
0203090,TINTA SPRAY CHEMICOLOR 400ML U.G BRANCO FOSCO,T SPRAY USO G BR FOSCO 400ML CHEMICOLO 1X400ML CHEMICOLOR,7898436141540,32082011,83000000,UND,2026-09-12T13:02:37Z,24.79,24.38
18878,TINTA SPRAY USO GERAL BRANCO BRILHANTE TEKBOND,TINTA AEROSSOL BRANCO BRILHANTE USO GERAL 350 ML/250G REF 23021006900,7898543380931,32082019,83000000,UND,2026-09-11T16:22:52Z,24.5,24.5
18870,TINTA SPRAY USO GERAL PRETO BRILHANTE TEKBOND,"TINTA SPRAY USOGERAL PR BRILHO 350ML - TEKBOND,ONU 1950,AEROSOIS - PIRETROIDES,SUBCLASSE 2.1,(CLASSE",7898543380924,32082019,83000000,UND,2026-09-14T16:12:01Z,24.5,24.5
43164,ESM SINT MAXLIT 750ML BR HIDROTINTAS,,7899010492645,32081010,83000000,UN,2026-09-14T12:52:39Z,35.0,24.59
7898543380955,TINTA SPRAY VERMELHO 350ML USO GERAL - TEKBOND,TINTA AEROSSOL VERMELHO USO GERAL 350 ML/250G REF 23041006900,7898543380955,32082019,83000000,UND,2026-09-15T11:31:52Z,25.9,24.61
7898436140604,TINTA SPRAY USO GERAL GRAFITE 400ML CHEMICOLOR,,0,32082011,83000000,UN,2026-09-13T16:49:57Z,25.9,24.68
931319,"TINTA BASE ACR FC 0,8L RENOVA PAR P CORA LT0001LT","TINTA BASE ACR FC LT0,8L RENOVA P CORAL LT0001LT - PINHEIRO DA NORUEGA",7891019915309,32091010,83000000,LT,2026-09-09T14:16:04Z,49.5,24.75
80539,TINTA SPRAY ALTA TEMPERATURA NORDESTIN 350ML,,74468050839,32082019,83000000,UND,2026-09-15T15:20:35Z,24.95,24.95
898535,TINTA SPRAY U GER 400ML VT/ES CHEMICOLOR SP0001SP,TINTA SPRAY USO G 400ML VIOLETA ESCUR CH UN C/400ML,7898436147825,32082011,83000000,SP,2026-09-09T17:28:07Z,24.99,24.99
61382,"TINTA ESM BR 0,225L CORALIT ULT AZDR CO","TINTA ESM BR 0,225L CORALIT AZ/DR CORAL LT0001LT",7891019202195,32089010,83000000,LT,2026-09-09T17:49:47Z,24.99,24.99
61388,"TINTA ESM BR 0,225L CORALIT ULT VM CORAL","TINTA ESM BR 0,225L CORALIT VM CORAL LT0001LT",7891019202393,32089010,83000000,LT,2026-09-09T17:49:47Z,24.99,24.99
61390,"TINTA ESM BR 0,225L CORALIT ULT AM CORAL","TINTA ESM BR 0,225L CORALIT AM CORAL LT0001LT",7891019202553,32089010,83000000,LT,2026-09-09T17:49:47Z,24.99,24.99
61391,"TINTA ESM BR 0,225L CORALIT ULT VDFOLH","TINTA ESM BR 0,225L CORALIT VD/FL CORAL LT0001LT",7891019202652,32089010,83000000,LT,2026-09-09T17:49:47Z,24.99,24.99
61394,"TINTA ESM BR 0,225L CORALIT ULT MRCQ CO","TINTA ESM BR 0,225L CORALIT MR/CQ CORAL LT0001LT",7891019203208,32089010,83000000,LT,2026-09-09T17:49:47Z,24.99,24.99
411432-1,TINTA AEROSSOL BRANCO FOSCO USO GERAL 350 ML25,TINTA AEROSSOL BRANCO FOSCO USO GERAL 350 ML/250G REF 23101006900,7898543381013,32082019,83000000,PC,2026-09-15T19:29:36Z,24.99,24.99
392917-1,TINTA PRETO FOSCO 400ML CHEMICOLOR,T SPRAY USO G PT FOSCO 400ML CHEMICOLO 1X400ML CHEMICOLOR,7898436140628,32082011,83000000,PC,2026-09-13T22:53:41Z,24.99,24.99
392921-1,TINTA BRANCO BRILHANTE 400ML CHEMICOLOR,T SPRAY USO G BR BRILHANTE 400ML CHEMIC 1X400ML CHEMICOLOR,7898436140581,32082011,83000000,PC,2026-09-15T01:22:24Z,24.99,24.99
392924-1,TINTA ALUMINIO PRODAS 400ML CHEMICOLOR,TINTA SPRAY CHEMICOLOR U.G.ALUMINIO P/RODAS 400ML - BASTON,7898436142714,32082011,83000000,PC,2026-09-13T00:47:22Z,24.99,24.99
392931-1,TINTA METALICA CROMADO 400ML CHEMICOLOR,T SPRAY METALICA CROMADO 400ML CHEMICOLO 1X400ML CHEMICOLOR,7898436140178,32082011,83000000,PC,2026-09-13T16:28:38Z,24.99,24.99
393308-1,TINTA U G PRETO BRILHANTE 400ML CHEMICOLOR,T SPRAY USO G PT BRILHANTE 400ML CHEMICO 1X400ML CHEMICOLOR,7898436140611,32082011,83000000,PC,2026-09-11T22:51:13Z,24.99,24.99
898528,TINTA SPRAY U GER 400ML PT/FC CHEMICOLOR SP0001SP,T SPRAY USO G PT FOSCO 400ML CHEMICOLO 1X400ML CHEMICOLOR,7898436140628,32082011,83000000,SP,2026-09-14T15:57:03Z,24.99,24.99
898527,TINTA SPRAY U GER 400ML PTBRI CHEMICOLO,T SPRAY USO G PT BRILHANTE 400ML CHEMICO 1X400ML CHEMICOLOR,7898436140611,32082011,83000000,SP,2026-09-15T21:41:45Z,24.99,24.99
898523,TINTA SPRAY U GER 400ML CZ/ES CHEMICOLOR SP0001SP,TINTA SPRAY USO GERAL 400ML CINZA ESCURO - CHEMICOLOR,7898436146132,32082011,83000000,SP,2026-09-13T16:33:21Z,24.99,24.99
